Drug_Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
DB00892,-3.300458684,1.018221544,1.611166098,2.093591577,0.497958654,-0.754901699,-0.746217985,-0.208062309,0.675007981,0.635866031,0.487779303,-0.114489775,0.564231874,0.107076555,-0.214848774,0.104639777,0.327901746,0.118389918,-0.14579296,-0.127588364,0.153094317,0.105514842,-0.160129085,-0.323175571,-0.033068438,-0.039534257,0.156767709,-0.133428669,-0.167960363,0.169261934,0.118245409,0.191057297,0.154971008,0.092936053,-0.101718732,0.169445813,0.107837142,-0.028057484,-0.073645513,0.061267379,-0.070311485,0.016950854,0.002405032,-0.017815064,0.030766384,-0.147802234,0.068209288,0.233108882,-0.150816322,0.034698915
DB00894,-2.666455591,2.614294275,-0.261416273,-2.829472315,0.62932247,-0.53228731,0.147913372,0.058983525,0.172807251,0.200807361,0.44346576,-0.151923185,-0.005651718,0.453209533,0.304220181,-0.383664501,-0.185347036,0.172471074,-0.298158783,-0.007219831,0.142455061,0.113765483,-0.030381532,-0.245570676,-0.003637381,0.173841164,0.190570873,0.141361127,-0.003823447,-0.117775761,0.16982679,-0.023895402,-0.077243617,0.10692119,0.078867582,-0.068498794,-0.0120458,0.074314327,-0.050618506,0.003961547,0.019003224,0.070058288,0.072219311,-0.004068587,0.081645029,0.076888782,-0.010991999,-0.168184866,0.023388994,-0.025956703
DB00896,-2.948189064,3.869419708,0.470212957,-1.4317235,0.740600778,0.462715579,0.62788686,0.004267556,0.263718654,0.374846814,0.357666352,-0.61060487,0.367515373,-0.114883291,-0.218590927,-0.252126541,0.034063779,-0.056953245,-0.332487023,0.475342192,0.377567506,0.255007541,0.034250329,0.22584971,-0.095674211,-0.128179358,0.064390866,0.013823316,0.163858901,-0.172528014,0.065104251,-0.201477477,-0.015937608,0.198092689,-0.039804236,0.062939086,-0.094065123,-0.038410726,0.077401637,-0.098772903,-0.129690328,-0.016493856,-0.032690941,0.007418666,-0.019166025,0.122382918,0.015795649,-0.047330892,0.011141123,0.110436792
DB00897,-1.231379999,-3.417742716,-2.264424393,-0.330989678,0.33731833,0.159207202,-0.507383279,0.337959746,0.230827135,-0.130898493,-0.158192777,-0.314030165,-0.6561402,0.150656271,-0.198813538,0.166182196,-0.116013223,-0.397828583,0.322705403,0.020080894,0.158313157,0.248274473,0.731300846,0.109621713,0.096469687,0.252747887,0.120901959,-0.418691814,0.161164932,0.064987815,0.078296711,-0.048101698,0.100921697,0.132311468,-0.339593701,-0.097516632,0.115705757,-0.142253289,0.041233217,0.129297913,0.102391006,0.054917699,-0.028701291,-0.103847428,-0.039960148,0.020582073,-0.028952717,0.027016057,-0.067476425,-0.105509553
DB00898,5.529509226,-1.546695087,2.559011118,-0.434957091,0.128529648,-0.55221923,0.741283598,0.145477678,0.571151856,-0.011423264,-0.801871586,-0.547237375,-0.663181623,0.029784989,-0.141330536,0.551231504,-0.476714978,0.782025774,0.150686028,0.182940228,-0.208697391,-0.039420896,0.016235996,0.432656898,-0.286734167,0.274883502,0.145973906,0.076470664,0.26616826,-0.156575968,-0.197918508,-0.167473428,0.239607503,0.062038364,-0.120270377,0.16859633,0.114171433,-0.003620302,-0.148488596,-0.148117638,-0.100160996,0.057506585,0.00957239,-0.167249922,0.055988219,0.055438125,0.015580184,0.214095573,-0.067634966,0.17856011
DB00899,-4.956461966,1.497143667,-0.117298242,0.281744842,0.024479095,-0.956461957,0.437813422,-0.747311719,0.018664031,-0.079881389,0.206974344,-0.027084918,0.278947225,-0.679775907,-0.171508996,0.104679594,-0.042690591,-0.020534832,0.005014658,-0.120275209,-0.117910527,0.322171226,-0.085177794,-0.056487951,-0.293036713,-0.145225959,0.220811586,-0.145450973,-0.14816686,-0.057996079,0.007416625,-0.059305018,-0.050249207,-0.058486588,-0.099829555,-0.160205751,0.047429186,0.023068843,0.113015745,0.031671479,-0.030639485,0.000585524,0.018724411,0.074702385,0.105122742,-0.10859539,-0.109047449,0.08232008,0.030006211,-0.105650364
DB00900,0.800092535,-0.83393798,0.761169502,-2.490477295,-0.801942222,0.319775988,-0.890775846,0.685349691,0.249224523,-0.595185277,0.062624362,-0.454938382,-0.048361265,-0.423546903,-0.178956041,-0.355925399,0.116806675,0.218990109,0.155156454,0.287577065,0.106337243,-0.233285111,-0.407890818,0.222521696,0.473322791,-0.071409694,-0.251677816,-0.263931088,0.003003542,-0.2539225,0.093277275,0.050683725,0.094268092,-0.057573734,0.12447156,0.12663159,0.013410769,0.086910829,-0.173432953,0.225927695,-0.115266496,0.013545388,0.084869732,-0.026905185,-0.019697619,-0.060889698,-0.008087828,0.057894624,0.087339695,-0.081127646
DB00902,-4.589138185,-1.353862102,-1.896747144,-0.740589903,-0.486793106,-0.958377522,0.330350906,0.279727927,-0.151899644,-0.681904039,0.061320933,-0.031222583,-0.362994222,-0.088868571,-0.128430783,0.285086006,0.146067995,0.062622201,-0.161295554,-0.17514877,0.094765086,-0.005738459,0.068399564,0.300595422,0.038254577,-0.103544147,0.232867233,0.229700908,0.33789369,-0.021018472,0.064502942,0.13369012,0.240526389,-0.132307725,0.060661722,-0.013856631,-0.311733011,-0.021601917,0.04836923,-0.025225769,-0.139012953,-0.000246962,-0.129754788,-0.104785476,0.117461304,-0.002424648,0.075062457,-0.038285323,-0.148601068,0.134377768
DB00903,-0.506902417,-2.102356263,1.993982738,-0.039557697,-0.150217567,0.204505828,-0.371959297,-0.460656647,0.029501971,0.334555596,-0.03506475,-0.218240958,-0.127133166,-0.246604312,0.083078337,0.142642186,-0.696641092,-0.245694155,-0.035474416,0.220105449,0.067075002,-0.268684873,-0.016660047,-0.096458728,-0.056528128,-0.089894165,0.242495483,-0.320174087,0.137284398,0.198826413,0.132265499,-0.267226742,0.12004662,-0.239111287,-0.008513686,0.147814471,0.028010504,0.002934655,0.153244463,-0.007492003,0.137319327,0.097212253,-0.045770316,-0.07619298,-0.046773397,-0.090966936,-0.241573715,0.033201849,0.03490637,0.042834246
DB00904,-4.499192988,-1.279555667,-0.769339503,-0.89098772,0.591629049,-0.34338664,-0.346044049,0.182930069,-0.07605032,-0.518367558,0.13604958,-0.066583547,-0.396769141,-0.324507952,-0.067152466,0.0943289,0.036029981,0.149890766,0.182199598,-0.198318653,0.258907742,0.166590187,0.053719483,0.076358899,0.044509341,0.161527915,-0.129155981,0.054694089,0.059963427,-0.18069207,-0.02241825,0.084089591,-0.24791272,0.021246412,-0.033411803,0.056263581,-0.062239727,-0.017138907,-0.032299497,0.054107439,0.122655106,0.128415855,0.033184401,0.004732013,0.132208361,0.059114184,-0.007804417,-0.002665198,-0.014804233,0.017568446
DB00905,-2.611221189,1.831434139,0.554350851,1.44318107,-1.2894625,0.384915168,0.407248202,0.284016575,0.558276459,0.232840869,1.054676068,0.240911357,-0.280612132,-0.133268057,-0.066233967,0.057757649,0.255106718,0.172859669,0.460903285,0.252901733,-0.06655352,-0.08065539,0.327791319,0.032192981,-0.058124898,-0.086581898,-0.34841195,-0.109452098,0.215607005,0.015922588,-0.062461529,0.068602239,-0.130390867,0.015839723,-0.218235945,0.06472054,-0.018237296,0.28438607,0.319238051,-0.060612766,0.102499562,0.013864972,-0.13491031,0.105018797,-0.141713336,-0.011150338,0.192807526,-0.062195895,-0.072113853,-0.036940443
DB00906,-4.43204221,1.022315209,0.346158037,-1.016178527,-0.169151354,-0.653279246,-0.171333703,-0.373273313,-0.247370259,0.240735188,-0.10521026,0.352702895,-0.067551486,-0.389647249,-0.13714487,0.222387773,-0.068438055,0.182704437,-0.134919705,-0.108820702,0.051039822,0.049911235,-0.049729952,0.195871286,0.041109357,-0.243141354,0.008927517,-0.131926791,0.089170635,-0.017888745,-0.107582211,0.044579998,-0.106121804,-0.294597013,0.029749711,0.095251469,0.179481152,0.006440262,0.093516725,-0.06901431,0.12355993,-0.081133196,0.102277447,-0.086768016,0.086139832,-0.097588554,0.060203423,-0.140108784,0.139423792,-0.020524565
DB00907,-4.195945152,0.330142546,-0.531497652,-1.48214893,0.450451494,-0.119341365,0.731397559,-0.376224468,-0.050108129,-0.48373899,0.956724537,0.253029409,-0.072532486,-0.314416664,-0.144046001,0.525179764,0.224765955,-0.033566046,0.0580795,0.041590308,-0.110800604,0.043446515,-0.129462264,-0.326076328,-0.000817203,0.129592462,0.088943287,-0.037502675,-0.224873532,-0.16268406,0.085167831,-0.013273771,-0.123269207,-0.216398356,-0.157737376,0.044201598,-0.175797473,0.10691727,0.076272604,-0.030847217,0.107185311,0.029360047,0.054933211,-0.089468338,0.075266687,0.163615659,0.10679968,0.100931026,-0.111369785,-0.119201957
DB00908,-3.387611771,0.610552031,-0.967320952,-1.640647877,-0.117273416,-0.224021062,-0.151818357,0.382548258,-0.067327827,0.382004199,-0.102108894,0.654198702,-0.155181029,0.0376628,-0.00625588,0.380582156,0.294353837,0.159792249,0.246395548,0.170767557,-0.092090759,-0.381901973,-0.053230088,-0.039159871,0.214701152,0.000713138,0.200633168,0.015984266,0.037452383,-0.408958226,0.147371499,-0.06204583,-0.094897156,-0.137641213,0.001317136,-0.010922858,-0.071328606,0.178094847,0.045412244,-0.260376801,0.124008176,-0.150915395,0.008338975,0.094955619,-0.203255277,-0.093300562,0.04342082,0.104580648,0.08285146,0.206579779
DB00909,1.21888571,-3.838170964,-0.130716992,-0.472796972,-0.304507878,0.435903439,-0.093221607,-0.224743227,1.045095885,-0.159814584,0.285560036,-0.231030994,0.886989974,-0.370377124,0.302979049,-0.285856103,0.244563715,0.101489357,0.157047594,-0.21733009,0.036206488,0.178569143,-0.012500154,0.210204804,-0.281011719,0.055278104,0.117909609,0.142091299,0.043778518,-0.04760874,-0.044052981,-0.058239982,-0.010677215,-0.161090874,0.048381028,0.132902497,0.065376512,0.071323412,-0.086494437,-0.149798858,0.124995234,0.23469323,-0.074730959,-0.083955624,0.016625396,-0.022108803,-0.041005442,0.011319423,-0.025073747,0.073631385
DB00910,0.538808998,4.908058859,-0.183792275,-0.973933336,0.493866598,0.511400701,0.868116473,0.374029982,0.446779861,0.118152422,-0.547380281,0.084413101,-0.041391556,0.323115626,0.100032447,-0.361674256,0.056885757,-0.358236965,0.406713877,-0.145422377,-0.257727931,-0.276301901,0.1587201,0.141177981,0.263054628,-0.174656395,-0.29288855,0.024571959,0.124987096,0.108525629,-0.016951739,0.148004383,-0.069956498,-0.126375619,-0.205171587,-0.009244822,-0.047080262,0.097817922,0.341154594,-0.069980661,0.090390574,0.01095632,-0.063180583,-0.031924567,-0.072037585,0.103861824,-0.031291932,-0.025470726,-0.021232699,0.137445667
DB00911,0.245700274,-1.104836065,2.200089729,0.381634349,0.759485139,-0.79255812,-0.739003556,-0.100921982,0.109091775,-0.557722453,-0.041302687,-0.737486819,-0.032550762,-0.177412635,0.776671303,-0.141111646,-0.258379313,0.203740596,0.162932041,-0.031395148,-0.090198942,0.138068588,-0.053404392,0.206882541,-0.065353776,-0.228405755,0.006263323,-0.212790324,-0.151215781,0.031772217,0.169116762,0.010039606,-0.06404257,-0.078060789,-0.162834767,-0.041822821,-0.011920104,0.042597625,-0.006830129,-0.114621815,0.063369816,0.11435788,0.21396567,0.048598161,0.220695376,-0.080110033,0.267525773,-0.105615104,0.169869466,-0.033116769
DB00912,-5.406830893,1.560384889,-0.603235942,0.749867328,-0.348904789,-0.084367562,0.271605779,-0.769609438,-0.206139464,0.265443022,-0.504298549,0.27254903,0.014197156,-0.296706391,0.010156681,-0.090944843,-0.028661841,-0.041292185,0.225078318,0.010794371,-0.110454821,0.021250013,0.220165744,0.13492112,-0.094086507,-0.203509056,0.006749256,-0.224150446,-0.157319664,-0.018174945,-0.069601199,0.131917546,0.092149271,-0.121125097,0.171044459,0.00064268,-0.071574232,-0.158821386,0.195709824,0.101295568,-0.18847343,0.141362349,-0.101893868,0.04568075,0.051423336,0.113698394,-0.0354287,0.085162847,0.091522413,0.110308411
DB00913,-5.432194829,0.092599716,-1.24727266,0.371609125,-1.232131991,-0.9964737,0.322348117,-0.530003951,0.01921109,-0.149292137,-0.063071961,-0.214368369,0.476949953,0.194705302,0.057576562,0.250010861,0.202321846,0.287202003,-0.06865615,0.048205439,0.086643931,0.071594769,-0.079360526,0.007417322,-0.272288755,-0.337056405,0.222119782,-0.124978972,0.100682636,-0.000259722,-0.032475354,0.033847747,0.078337884,0.14246939,-0.034150862,-0.02230036,0.130837646,-0.092419819,0.210160281,0.11438683,-0.017133955,0.002450343,0.186775219,0.106027215,0.154961753,-0.006821347,-0.157666218,0.109821215,0.078965449,-0.013608441
DB00914,-0.974825277,-3.029920654,0.276412611,0.698234844,-0.828289155,-0.289798706,0.415502163,-0.059396907,0.569554558,-0.705900671,0.515634547,0.624848747,0.984672283,-0.176840213,0.016584607,0.031942706,-0.273420761,-0.241696052,0.00374971,-0.11516773,-0.091943406,0.267878898,-0.038055308,0.119892508,-0.238817679,0.37397881,-0.35810941,-0.020728266,0.154797899,0.074901358,-0.127564548,-0.116803961,-0.123081873,0.175733579,0.116874042,-0.077565618,0.005742527,0.127438726,0.203207024,0.040917215,-0.045361407,-0.018411693,-0.048013909,0.071733164,-0.00959651,0.258383863,-0.037466647,-0.095849221,0.08368493,-0.123106907
DB00915,2.281420503,1.811057473,-0.012244684,-3.075822716,-0.76811744,-0.982497516,-0.010402237,0.179488629,0.166592791,-0.813884443,0.011958326,0.357960524,0.292290042,0.716878144,-0.109281052,0.106019085,0.292174614,-0.469036726,-0.217869956,-0.213186295,-0.124793211,-0.096654485,-0.103148444,-0.06876547,0.089153802,0.302370972,-0.048404686,0.120684162,-0.176139987,0.00343538,0.012929121,-0.031181534,-0.077107483,0.112404938,-0.142503895,-0.03472769,-0.07722327,0.049297263,0.026436548,-0.153554328,-0.022704934,-0.04274734,0.062289951,-0.004334527,-0.070316642,0.088231248,0.079677665,0.048957381,0.030021644,0.001093514
DB00916,2.100286906,-1.981583523,2.252855923,-0.348189815,-0.085087722,-0.365071714,-0.217813972,0.134753044,0.394112964,-0.07140268,-0.507798694,-0.758655438,-0.275507705,-0.366391674,0.358939324,0.103491189,-0.492615689,0.478171201,0.344258859,0.055299666,0.011733755,0.028090023,-0.217495972,0.351198967,0.157350898,-0.150738605,-0.011151533,-0.245463206,0.196913293,-0.034936988,0.222074052,-0.08632486,0.12028099,-0.044266333,0.001445637,-0.264616115,0.07320247,-0.091258136,-0.154199992,-0.140403764,0.189603227,-0.000792944,0.181459099,-0.085027596,0.079211868,-0.029682406,0.246081827,-0.159677714,0.238123512,0.107057207
DB00917,-0.344372362,2.999267182,2.127603328,1.208684226,-1.327310649,-0.130304379,-0.266101097,0.155367525,0.27443109,0.394439254,0.929192319,-0.13604666,-0.795458206,0.319414896,-0.242187679,-0.094444305,0.370805231,-0.015831041,0.281016983,0.237141919,0.095900813,-0.256312132,0.237041189,-0.022879903,0.019707334,-0.264122628,-0.126069315,-0.003800246,0.213830865,-0.037019444,-0.113749226,0.054098676,-0.123057949,-0.106294057,-0.218602107,0.061704656,0.087831208,0.224001764,0.205982739,-0.1290192,0.273865995,0.085846866,-0.117036173,0.212719634,-0.199904286,-0.118132045,0.194154421,-0.043607231,-0.168436503,-0.086815148
DB00918,-4.635864346,0.729353797,-0.021165307,-0.334443514,0.039210288,-1.259728045,-0.736788361,-0.108272816,0.083549358,0.080403957,-0.292650462,0.08958602,0.182231763,-0.494198686,0.38465748,-0.073279531,0.117464712,0.413361506,-0.332833637,-0.246576847,-0.06609285,0.128591888,0.153226307,-0.037030973,-0.114414162,-0.187469202,0.038016509,0.060914859,-0.013135985,-0.114518232,-0.095958891,0.012992306,-0.109861969,-0.361981046,-0.079916512,0.21106884,-0.040644534,0.153974448,-0.120411085,0.07011146,-0.161768202,-0.234221492,-0.04432595,-0.019833408,-0.061855719,-0.001480802,-0.013349451,-0.145911615,0.176921681,-0.04598658
DB00919,0.609121596,2.549262056,1.122219221,-0.950905727,0.83206931,0.637957051,0.299625562,1.161894161,-0.5296943,-0.239666444,0.620025995,-0.115130032,-0.084612345,0.256334474,-0.06150182,0.412834007,0.266727715,0.152781971,-0.196026536,-0.033095372,-0.351521057,0.158680028,0.263763691,0.040939933,0.098263381,0.004008759,-0.265009591,0.030054936,-0.096862202,0.035705751,-0.142865076,-0.080327422,0.045742515,-0.011025474,0.231277538,-0.202559885,0.103881349,0.013209082,-0.087117183,0.115613686,0.068857388,0.043626474,-0.039439916,0.045112848,-0.040565388,-0.060094627,0.037720661,0.046878993,-0.159071184,0.00669984
DB00920,-3.586960796,-0.951155596,-2.020734477,-1.655820839,-0.1214514,-0.766498211,-0.188010913,-0.187308936,0.060080406,-0.180643978,-0.130489837,0.235213354,-0.630784328,-0.054356932,0.055841494,0.248933203,0.085875086,-0.176498143,0.077278207,-0.437669004,0.103588491,0.202162123,0.098166778,-0.052027025,-0.1131537,-0.002304095,0.108108911,0.206550172,0.096170215,-0.08401628,-0.037837435,-0.047204016,0.04855172,0.192754933,-0.065969712,-0.216775782,-0.092762561,-0.080939284,0.054977881,-0.071300484,0.043952081,0.143335148,-0.086792027,-0.076075259,0.018681598,-0.006887726,-0.174299309,0.019515325,-0.018225976,0.085593758
DB00921,-1.521958685,4.012841282,-0.496350758,-1.139465893,0.396962731,0.449598006,0.31665622,0.331996154,0.456693564,0.409502761,-0.454015354,-0.086854094,0.229112144,-0.038306323,0.047507095,-0.150076497,-0.19509753,-0.162770446,0.220579411,-0.262736086,-0.076533544,-0.316352854,-0.201472462,0.311930084,0.01806488,0.041161728,-0.051771173,0.018957137,0.075898047,0.251696567,-0.048242676,0.145211638,0.068062686,-0.000301791,-0.091685232,-0.026248816,-0.216755342,0.114452928,0.087211326,0.091802176,0.044881705,0.019551021,0.015733294,-0.101239354,0.102849926,0.023406017,-0.161916907,0.199123382,-0.046067176,0.054224412
DB00922,-0.302155032,-2.274260865,-0.454470236,-1.202959398,0.535181392,0.321995054,-0.640860999,-0.104686743,0.367035004,-0.087759679,0.306530514,0.125196682,-0.286771426,0.133355913,0.196291818,0.031998126,0.002828336,0.014634307,-0.096616164,0.429209433,-0.210950274,-0.054346057,0.007356951,-0.112798025,0.123434876,-0.184486372,-0.270795073,-0.09756828,0.279299684,-0.075448449,-0.151486162,0.230135694,0.059202981,0.130054741,-0.071800868,-0.048569334,0.04621663,-0.096290975,-0.141949496,0.085237988,0.015243306,-0.150262238,-0.068871653,-0.026278729,-0.047207305,-0.030699917,-0.016544383,-0.145078335,-0.084572499,-0.04700734
DB00923,-1.964187362,-0.447591047,0.574761882,0.165843994,-1.201678073,0.652762437,-0.920759443,-0.524402756,-0.829206431,-0.244235242,1.015318155,0.50493248,0.234704417,-0.338404415,-0.482047006,-0.189369716,-0.39483894,0.053852622,0.158382536,-0.467604574,-0.189661653,-0.050146785,0.08335141,0.303958268,0.130356085,-0.03653525,0.118147968,0.055712937,0.114356532,0.021062714,0.086102775,0.158867081,-0.10895355,0.253861848,-0.177091433,0.047083314,0.115247996,-0.250864937,-0.111223232,-0.163776592,-0.002241887,-0.012909845,-0.226301263,1.03E-05,-0.006125024,0.018791845,0.021784325,0.00986201,-0.127271816,-0.041645648
DB00924,-4.25737885,-2.010975287,-1.130242441,1.578712378,0.407412655,-0.768683943,0.565152451,0.65975804,-0.34668554,-0.420328014,0.041085104,-0.482541151,-0.052122796,0.250822314,-0.034720599,0.001394737,-0.195740842,0.227278558,-0.244889178,-0.433453379,0.080041853,-0.033589092,0.049851806,-0.048616623,0.033465803,0.05512706,0.016695014,0.165912486,0.3670449,0.092920999,0.065004222,0.103627012,-0.247168707,-0.273222832,0.02338029,0.127192565,-0.070452687,0.079004469,-0.043692154,-0.025511659,0.122488168,0.055813735,-0.119594371,-0.17042902,-0.106263216,-0.009155349,0.02198821,-0.178844756,0.054555369,0.020250669
DB00925,-3.995097482,-1.789367028,-0.805076777,2.259865813,-0.633418906,-1.046391454,0.848290622,0.512931425,-0.014629936,-0.384986216,0.247448161,-0.075233514,0.136651231,0.178421608,0.108678951,-0.036754317,-0.040798478,0.26075101,-0.09308751,0.058957176,-0.10306806,-0.318522097,-0.064865431,-0.327874654,0.042468015,-0.051466047,0.121209811,0.015504935,0.059877822,0.094563355,0.257495788,-0.176831571,0.116918542,0.166900695,-0.101295424,0.097346001,-0.009879934,0.100131179,-0.163572102,0.037814186,-0.071415897,0.081470077,-0.084008526,-0.081617978,-0.118208205,0.050360462,0.010766276,-0.098987723,-0.004639044,0.131140428
