Drug_Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
DB06714,-1.694165652,2.071087305,1.097853794,-1.84348285,0.299816833,-1.757664174,0.296436686,0.04650889,-0.215850502,-0.717180543,-0.576097867,0.848731431,-0.243648319,0.285458647,0.28990931,0.111537828,0.121065305,-0.019026199,-0.048189258,0.104369232,-0.245469271,0.034657597,0.020409304,0.069038014,0.051833909,0.262711832,-0.138285478,0.056115286,0.019616235,0.022020425,-0.133268855,-0.065442229,-0.143522097,-0.093539818,0.087483078,0.063128874,-0.028667358,0.045566512,-0.122751886,0.292017051,-0.051852408,0.061364194,0.014466554,-0.039733227,-0.013884326,0.134870698,0.294075422,0.090831025,0.100392688,0.071454743
DB06715,13.81199844,0.420447522,-2.082089739,0.400976053,0.672658295,-1.076895969,-0.005831347,0.481924308,-0.337619117,0.006079356,0.398043306,0.533795651,0.199184505,0.118448309,-0.265910316,-0.08900091,-0.300604556,-0.120130667,0.031354186,0.063050865,0.166386978,-0.006043105,-0.047488004,-0.040432658,-0.271073335,-0.250383988,-0.054594262,-0.205202321,0.070864544,-0.089710696,-0.1092717,0.033736091,0.064190117,-0.062821273,0.008598056,0.030747932,-0.157965807,-0.049852223,-0.0277444,-0.013012906,0.005468092,-0.041002319,0.118476763,-0.030190694,-0.048678671,0.042730534,0.002759598,0.011634205,-0.077529997,0.043825533
DB06716,-2.835132257,-0.275151725,1.540684497,0.492570894,1.465031694,0.18317227,0.49456474,0.648391267,-0.07141672,0.321228362,-0.368960153,0.461585942,0.089289903,-0.356098105,-0.006249489,-0.312433164,0.357914743,-0.071152039,-0.004454868,-0.108004742,0.05526699,-0.137869668,-0.263182584,0.03191082,0.193664981,-0.019872201,0.165322122,0.170943433,-0.119939478,-0.037162023,0.024319204,-0.163403025,0.134080454,0.048337247,-0.062599544,0.00939365,0.047474102,-0.171885708,0.110258254,0.160258616,0.123437047,0.145150652,-0.096456618,-0.051333299,0.062792666,-0.041669485,-0.052982885,-0.076461501,-0.107094078,0.265316571
DB06717,-2.207500686,-0.325389685,-0.964782091,-0.512233848,-0.329834979,0.335412059,-0.541231507,0.432820013,-0.753472801,0.117001752,-0.257333477,0.08092756,-0.30838007,-0.152576088,-0.061745467,0.051463777,0.214403376,0.169506232,0.202699989,0.487831932,0.188893399,-0.294058063,0.083706427,0.098293329,-0.07852322,0.052594675,-0.061355182,0.64125597,-0.131346728,-0.053166893,0.059771056,0.190244127,0.045167693,-0.068162032,-0.191357102,-0.081075909,0.078204361,-0.071955597,-0.093595643,0.163352958,0.03675621,-0.037970015,0.02885589,0.023192955,0.047948896,0.027582188,-0.000175108,-0.070168722,-0.132518578,0.083879082
DB06718,-1.129091956,4.273462709,-0.239043605,-2.244530995,0.611337892,-0.327469553,0.547948042,0.209762277,0.426767272,0.335645845,0.024835296,-0.302404021,0.130108622,0.638584514,0.133320089,-0.528625982,-0.341928111,0.039917055,0.171642759,-0.154000766,-0.015680766,0.015800324,0.049343245,-0.105248053,0.181804328,0.207450153,-0.181344186,-0.094456297,-0.062754144,-0.121362319,0.079743115,-0.00246539,-0.026239756,-0.036265541,0.02674596,-0.066394004,0.082468265,-0.099779481,-0.040733879,-0.053373166,-0.071676903,-0.139098254,-0.005524714,-0.005877085,0.0483811,-0.069029729,-0.027683585,0.013089719,-0.08242671,-0.058362891
DB06723,11.55865776,-0.611051451,-0.672206044,-0.189232143,0.32368236,-0.771024438,0.369404266,0.086934844,0.280071734,0.122110367,-0.263708907,-0.106573712,-0.035271525,0.13223055,-0.582535532,0.136542677,-0.053660636,0.48355507,-0.026262424,0.02324449,-0.626335277,0.09841559,0.120039571,-0.014360196,0.054359294,0.292539226,0.167384061,0.398492502,-0.067955866,-0.12446584,-0.23578655,-0.013189684,-0.048363841,0.28037022,-0.067619241,0.276824316,-0.047765216,0.008476617,0.191765285,-0.097709634,-0.271097562,0.370493693,-0.259450767,0.106986144,0.121225148,-0.092984712,0.065574163,0.013060031,0.222134324,-0.425204399
DB06724,12.57612512,-0.116731287,-0.790805648,0.151981086,0.295920039,-0.636917975,0.610988259,-1.394332646,-0.951829087,0.67703595,0.537101129,-0.432425774,0.1083963,-0.630166502,0.781652888,0.588040872,0.631788686,-0.021287831,-0.055319838,-0.182831154,0.819231719,-0.115033774,-0.028948122,-0.221418483,0.853580032,0.220881898,-0.403085012,-0.247896553,0.35465466,0.402987788,-0.064630862,0.293778125,-0.105350879,0.337859171,0.080076464,-0.262787291,-0.079540694,0.019608587,0.148758398,0.054638728,-0.344979532,-0.270900034,0.32481216,0.095514229,-0.261421772,-0.164024303,-0.093553096,-0.067100753,-0.041316191,0.008038634
DB06725,-0.19649695,-3.256067948,-0.4142531,-0.49502352,0.437503101,0.862597072,-0.347757425,-0.528123098,0.108255377,0.345051944,0.26944707,0.076319789,-0.43373026,-0.057529586,0.066139306,0.132544461,-0.365018142,-0.021905431,0.430474775,-0.028885203,-0.116633074,0.388584248,0.214510134,0.120723558,0.024586528,-0.038010015,-0.067340494,-0.147924327,0.076176544,0.060956599,0.133495964,-0.208501253,0.164817299,0.013659302,0.048465595,-0.031919485,-0.1627898,0.083084572,-0.064109347,-0.03724881,0.154105613,-0.101682538,0.063970202,0.139820908,-0.056814391,-0.032389398,0.031925872,0.108754747,0.110539084,0.153826595
DB06729,-0.807211505,-3.825977324,-2.122152855,0.477486815,-0.401847296,0.472722028,0.078899819,-0.230184217,-0.055000908,-0.595965285,0.291840049,-0.290353508,0.562821487,0.907331876,0.487530955,-0.234147848,0.405220324,-0.169433905,0.027677835,-0.039041776,-0.347276154,0.177183811,-0.237518203,0.354859,-0.133266177,-0.186704687,-0.058829098,0.043088961,-0.12858764,-0.065666899,0.054647456,-0.03553159,-0.004092817,0.138141714,0.093922438,0.169902451,-0.05653486,-0.03421713,0.084640039,-0.101018227,0.019276631,0.115007562,0.210855634,0.019658586,-0.06281379,-0.231081073,-0.010748104,0.013205901,-0.001664036,-0.02194661
DB06730,-2.309282393,2.619086528,0.072203067,-2.529115607,-0.438108001,-0.593193928,0.280587712,0.280819031,0.29846387,0.387339345,0.284001032,-0.041586917,0.073973883,0.32932306,0.322775133,-0.155062236,-0.359658683,0.167572907,-0.002639751,0.018516023,0.242583404,-0.137173935,-0.115397227,-0.118201527,-0.011886982,0.256341847,0.081857316,0.119534384,0.268343442,-0.127592109,0.017918053,-0.109259969,0.201790946,0.089264008,-0.046566379,0.079757337,0.182416508,-0.018444315,-0.17421658,0.040125788,0.035397499,0.07637719,0.056125988,0.013876598,0.060753953,-0.06437013,-0.102162056,0.028912403,-0.122070123,0.076498058
DB06736,-2.296032413,-3.521087694,-0.241628725,0.768322978,-0.98136731,0.490133029,0.161024508,-0.370556305,-0.266852905,0.144670178,0.234799515,-0.223203651,0.125830544,-0.252828361,-0.067515528,-0.02084863,-0.597850421,-0.667283153,-0.052303224,0.141297342,-0.099616642,0.034608361,0.260157638,0.045548868,0.064196585,0.191367897,0.007986206,-0.239556283,0.041906487,0.017442778,0.047543712,-0.173170679,0.03398651,-0.096281419,0.30027322,0.10098747,-0.019552922,-0.052791041,0.226687916,0.119071774,0.124574103,0.036388315,-0.054460167,-0.142615725,0.061551607,-0.087943193,-0.075382264,0.064288561,0.032325897,-0.018613515
DB06737,-3.288198838,-3.267218798,-0.672698492,-0.362513328,-0.055234985,0.619245542,0.422150745,-0.331293249,-0.205250804,0.019858827,0.037232423,0.100266297,-0.785185907,0.156642433,-0.067515541,0.024663813,0.072616308,-0.35090568,0.061492159,-0.100616662,0.313946982,-0.236606602,0.537844019,-0.04926591,-0.078952853,-0.202146655,0.031579057,0.071379699,0.038551894,-0.172796523,0.088305763,0.125486054,0.181480202,0.000329166,0.016957313,-0.177895029,-0.083788819,-0.17970044,-0.0265681,0.014561757,-0.154670337,0.045046605,-0.114037002,0.060329102,-0.026079612,-0.162290915,-0.00265612,-0.025899135,-0.009623913,-0.031215075
DB06738,-4.991933202,0.030200662,0.46928601,-1.614900652,0.191110033,-0.801508861,0.199491295,-0.206687026,0.157702703,0.296561997,-0.194071041,0.454455339,-0.266356331,-0.317643042,0.068507738,0.34002515,0.023388452,0.14091221,-0.384631945,-0.14821857,0.340320174,0.234001366,-0.199608867,0.140364178,-0.072713624,-0.191802195,0.077098138,0.054459206,-0.107195712,0.142463127,-0.172549594,-0.065953056,-0.179546944,-0.038781484,-0.000649593,0.044692656,0.072897996,0.10674534,0.047412646,0.004722582,-0.018885029,0.047356195,0.087357764,-0.080848523,0.218529978,-0.008925877,-0.135107773,0.136717354,-0.100101494,0.113177925
DB06739,-4.880741561,-0.016019479,0.945030752,1.845103056,0.1205974,-0.074611309,0.08538999,-0.324081605,-0.008284718,0.303611114,0.525476195,-0.019985544,-0.254153273,-0.298508544,-0.295603735,-0.342744411,0.042262207,0.025100759,0.139243164,-0.316691213,0.209600194,0.036472346,0.250197079,-0.168926316,-0.14594195,-0.013983077,-0.15832079,0.068689542,-0.217905781,-0.125950682,-0.047974516,-0.129808919,0.059826612,0.085601223,0.025735301,-0.058159069,0.147383995,0.028572336,-0.075241175,-0.083422722,0.102886522,0.124635479,0.0795452,0.00582405,-0.122237901,-0.184930042,0.054966071,-0.019460471,0.043106867,-0.084508597
DB06742,-0.979692439,0.357753945,0.417276826,-2.406765995,-0.872486494,-0.317805516,-0.704793787,0.302961973,0.011362697,-0.233628274,-0.134471802,0.493565603,0.435727256,0.222746128,-0.122214133,-0.031059416,0.148797192,-0.130117198,-0.239503316,-0.053842256,0.004456551,-0.199022049,-0.145470991,0.304611883,0.089694524,0.269655038,-0.168335519,0.024909265,0.133427855,0.136138292,0.214938277,-0.127373615,-0.027617687,-0.00726031,0.195378768,0.227158555,-0.086575304,-0.022252541,0.057753597,0.025677233,-0.206921713,0.047198507,0.079203076,-0.013513368,0.06654941,0.054870922,0.148159728,-0.009694008,0.048707203,0.149205656
DB06751,-3.187201253,1.532892076,-0.301265198,1.10221628,0.769997774,-0.462637123,-0.726958091,0.200262156,0.288775814,0.428658626,-0.252181879,-0.170812102,0.198421404,-0.489653983,-0.351717837,-0.019017302,0.276973375,-0.073268366,0.029189353,0.033719764,-0.120225232,-0.186330696,0.097942364,-0.118425972,-0.287974717,0.153164531,-0.153177956,-0.180931934,0.154324815,-0.159468243,-0.022003605,0.042117305,-0.07368233,0.091492875,-0.163933539,-0.010639184,0.160101815,-0.04775357,-0.029214377,-0.052937098,-0.110079979,-0.002943931,-0.038797575,0.102416697,0.137193181,-0.081668334,-0.12615149,0.008262709,-0.133693481,0.012300123
DB06755,3.171967483,4.023041633,-1.190045894,0.01508377,0.97814328,0.274036562,0.189061795,-0.340878835,0.589653651,-0.144862591,-0.697235148,-0.002110018,-0.076691682,0.073414497,-0.125940893,0.002503492,-0.175792491,-0.606022241,-0.047807507,-0.307284395,-0.16460931,-0.092634796,-0.097026276,0.196664755,0.083094502,-0.439354284,-0.098210176,0.173684788,0.542255019,-0.002477876,0.143696947,-0.071935625,-0.133327809,0.102152531,-0.062802337,0.037582822,0.291756951,0.343334899,0.225459609,0.019869815,0.092854407,-0.10156925,0.149560679,-0.136488765,0.097432322,0.050430557,0.008384216,-0.045384376,0.179783233,-0.105531773
DB06756,2.025059702,-0.83136209,3.028932709,-0.034886064,1.69306084,-0.617369499,0.703234575,-0.464253805,0.120612505,-0.542229471,-0.577517892,-0.774501969,-0.258765255,-0.018501332,0.07873133,0.348887367,0.005979521,-0.225209009,-0.143768257,0.087690677,0.223651155,0.339347733,-0.253274804,0.213645529,0.062183658,0.353045647,-0.154695433,-0.277970031,-0.072849475,0.158658941,-0.253959842,0.251104591,0.050453669,-0.021507963,0.074138351,-0.218438862,-0.0111395,-0.054708234,-0.052293211,-0.085058221,-0.149776563,-0.064516643,-0.010838953,-0.013619316,-0.146560578,-0.110926005,0.155864004,0.175032836,-0.011274732,0.009886821
DB06757,13.80972143,0.420157954,-2.078709669,0.400147658,0.669247597,-1.070208669,-0.005768961,0.476192774,-0.332617473,0.005966021,0.390035464,0.521104809,0.193995856,0.114407234,-0.25468731,-0.085051423,-0.286527582,-0.113595305,0.029511888,0.058936677,0.15432155,-0.00557197,-0.043678747,-0.037092004,-0.245468579,-0.225315887,-0.048335063,-0.180981598,0.062196492,-0.077870314,-0.094265796,0.028610361,0.053895175,-0.052391613,0.007060818,0.024736737,-0.123966091,-0.03885548,-0.021579154,-0.009926939,0.004179919,-0.029733401,0.084793346,-0.020877345,-0.033531086,0.02915486,0.002466799,0.007882141,-0.046546633,0.026911633
DB06762,-1.314752619,-0.756716099,0.52671485,0.461612504,2.068715584,-0.13289953,0.33173369,0.134047226,0.119661031,0.014438825,-0.100733643,0.822107691,0.26599453,0.090007648,-0.003073913,-0.061700247,0.095434086,-0.256581763,-0.046080698,0.207738514,-0.238814931,0.276596082,-0.13297603,0.130884576,0.481231031,-0.012870875,-0.334982092,0.199803244,-0.096214889,0.034197397,-0.115556297,-0.121085317,0.015984996,0.076215893,-0.1187473,-0.125930722,-0.023673691,0.027790377,-0.109825401,-0.0112792,0.070738034,-0.026850333,-0.118127607,0.108177281,-0.025178259,0.048726441,-0.050611559,-0.048189236,-0.180565862,0.078169383
DB06764,-1.847590948,-0.960852085,-1.569556874,-2.609710983,-0.543136589,-0.805611817,-0.126707923,0.110504578,0.83141499,-0.41509258,0.097508852,0.53155299,-0.087696637,-0.3683791,-0.015233006,-0.243543206,0.208282933,-0.34810167,-0.182641443,-0.14242237,-0.216834907,0.004316184,-0.226808712,-0.242529798,0.192956431,0.117638701,-0.246652544,0.01727829,0.005026274,-0.060741567,0.058674013,-0.132500033,-0.132155052,-0.024286512,-0.130107975,0.046125859,-0.049339346,-0.167652953,0.053997901,-0.009331443,-0.096715859,-0.100525207,-0.083070004,-0.097334312,0.008209088,-0.05507166,-0.065947862,0.031275241,0.11621223,-0.060860638
DB06766,-3.209292915,-0.279750686,-1.82475692,-1.757792886,-0.121377795,-0.917786358,-0.227356256,-0.174860796,0.207198221,-0.028379102,-0.227170528,0.372406152,-0.451649508,-0.081877455,0.113049403,0.218106783,0.052655143,-0.060557527,0.365392396,-0.536798925,0.084323977,0.309108624,-0.028809097,-0.095723071,0.044641236,-0.053957357,0.026580235,0.219889164,0.153122138,-0.10757287,-0.01751593,-0.153942924,-0.007879371,0.067361074,-0.110517732,-0.18783824,-0.016196215,0.048388361,0.104518691,-0.122382155,0.189705666,0.130979386,-0.099236544,-0.05758737,0.034921739,-0.04468807,-0.117246175,0.014152679,-0.046372294,0.07754215
DB06767,10.85364211,-0.863312512,-0.333676278,-0.325506693,0.238227888,-0.683778036,0.390285186,0.034898396,0.42107701,0.083602749,-0.357568387,-0.201878482,-0.041080048,0.14615365,-0.577988349,0.132484994,-0.022943529,0.46234961,-0.043719939,0.007780575,-0.66349266,0.124324308,0.104942747,-0.019751971,0.070094958,0.301472765,0.170975499,0.344959536,-0.045191985,-0.105259807,-0.211808118,-0.024975209,-0.07154549,0.192974674,-0.041309918,0.165124852,-0.02026533,0.04261085,0.082633232,-0.155455391,-0.202629259,0.293359776,-0.181577663,0.102579044,0.08907573,0.013567617,0.060601267,0.027080583,0.101986456,-0.274765217
DB06768,6.329475994,-1.472233107,2.269124059,-0.501626328,0.427476764,0.047553366,1.378149383,-1.065014158,-0.055194172,0.493410964,-0.688031814,-0.111139502,-0.936646413,0.0742031,0.146047754,0.577991113,0.301992575,0.676698786,0.295358551,0.176078036,-0.031837605,-0.17261313,0.31165278,-0.206848569,0.387943947,0.07033289,0.040292933,0.094147619,0.139548032,0.057368854,0.039993626,-0.050881622,0.176860005,0.211311175,-0.07568611,-0.066314758,-0.055564718,-0.119525883,-0.057511662,-0.151990928,-0.173648982,0.024005647,0.165379667,0.060241611,-0.164805406,-0.098981129,0.035586627,-0.010519991,0.015486512,0.022338567
DB06769,-2.317373995,-0.570742567,1.522399364,1.27606317,-0.626034308,-0.604341015,-0.999945522,-0.039070382,0.279710687,0.622092308,0.429084706,0.069020486,-0.353249433,0.01500576,-0.117585885,0.130235159,-0.218731985,0.009526764,-0.0872919,-0.205116308,0.241060389,0.016090842,0.034883556,-0.151192529,0.316905292,-0.157888962,-0.05083234,0.055751204,-0.041703968,0.024997164,0.174980122,-0.184403563,0.11255274,0.020510444,-0.204828699,0.195638052,0.010625607,0.260005801,-0.089389432,-0.05625963,-0.024621284,0.035598563,-0.047248428,-0.088911379,-0.132318669,-0.052197917,-0.050686109,-0.085534972,-0.036446748,0.105736432
DB06770,0.484431036,-4.348071787,-0.134843315,-0.15535529,-0.822816316,0.212830177,1.369344081,0.451804682,1.350437645,0.012958151,0.29618119,0.060959162,0.229384132,-0.859363862,-0.187755887,-0.124080111,-0.338809565,0.101884047,0.21356458,-0.146171703,-0.026574011,0.182554695,-0.119448921,0.301058076,-0.294036606,0.296864192,-0.101303861,-0.042799902,-0.01072012,-0.231897607,-0.082844093,-0.073103194,-0.090510192,-0.012984809,0.088331687,0.068249495,0.233993428,0.175141445,-0.111807669,-0.043708763,-0.118942437,0.094739264,0.011379434,-0.059053393,0.029995035,0.181767346,0.023471691,0.067198099,0.023563576,0.130644258
DB06771,-0.97407863,1.251412412,-0.495978177,-2.845641162,-0.906237113,-0.039484851,-0.871057036,-0.627845341,-0.417260505,0.245702435,-0.284969589,0.284804965,0.012633635,0.278147376,-0.21188428,-0.059314553,-0.027675188,-0.261604817,0.118163672,-0.435900681,0.27651666,-0.07407358,-0.083541451,-0.166711079,0.13366028,0.100020747,-0.090898945,0.167122233,-0.355069705,0.238690769,0.039266631,-0.047846585,0.228410378,-0.141317507,0.169317962,0.337501856,0.079603397,-0.079125335,-0.098316702,-0.02719065,0.019162251,0.229647707,-0.011613478,-0.033013997,-0.239917303,0.406774994,0.186135249,-0.169130387,0.008025671,0.08461127
DB06772,-0.152805733,2.762669578,-1.796979043,0.859311303,0.379105459,1.786928968,0.832814567,-0.311622704,-0.034906992,-0.505591221,-0.188653924,-0.108059136,-0.0036683,-0.204241103,-0.114519044,0.070190231,-0.006576458,-0.176659663,-0.154391622,0.146998333,-0.249527657,-0.17266085,-0.086841848,0.069138882,-0.033052641,-0.241957517,0.058412553,0.139714723,0.190177716,0.058349387,0.309490981,-0.13068568,-0.072796608,0.238307895,-0.026032397,0.047269078,-0.146613169,0.138742143,-0.046238231,0.03706537,-0.0032352,-0.0536177,0.15760833,-0.213199334,0.029659066,0.027501308,-0.011655341,0.035304945,-0.100624585,-0.138344153
DB06774,-3.860919258,0.800607466,1.85140727,1.759615216,0.506011018,-0.297474303,-0.243452289,0.034701389,0.194289101,0.963931626,0.110693778,0.453497383,0.142672962,-0.105810546,-0.074627086,-0.045033126,0.135407746,0.126806851,-0.071739169,0.021400446,-0.066025911,-0.271322723,-0.014822214,-0.099162163,-0.03982027,-0.023751474,-0.127387225,-0.190749373,0.009158364,0.037249531,0.117654251,0.071851632,0.052167549,0.046682057,0.250081064,-0.080093537,0.070373068,0.259405553,0.222840829,-0.071021918,0.11231595,0.030050479,-0.134896157,0.205103292,-0.160388474,-0.139728457,0.180048132,0.05725474,-0.01903025,0.041601238
DB06775,3.537929519,-1.431972831,3.552228977,0.288078482,-1.60845766,0.644784481,0.290920055,-1.062101258,-0.602137753,-0.281925522,-0.323800771,0.225939892,0.454883434,0.166150661,-0.18162699,-0.288465218,-0.294386742,-0.319792258,-0.098940502,0.003179037,-0.139309732,-0.070246358,0.224028615,0.126128636,-0.181215494,-0.038394882,-0.093472636,-0.009506289,0.072631088,-0.18287738,-0.067448606,-0.219549961,-0.105737169,-0.226040546,0.019057892,-0.280875243,-0.220541425,0.06293245,-0.044248441,0.159194293,0.17254891,0.001487394,-0.046196767,-0.020700886,0.032656752,-0.098360035,-0.043373369,-0.070414342,-0.093130099,-0.160966366
DB06777,-0.921151881,5.028922475,0.90061005,-1.023055672,-0.325153302,0.289880228,0.978802399,0.167992544,0.160953627,0.141515985,-0.199364904,-0.250219538,0.159236318,0.349455947,0.271596857,-0.14551138,-0.399277553,-0.223420331,0.264046004,-0.030560735,0.078233011,-0.063482027,0.406195765,-0.067505716,0.149489687,-0.037302381,-0.322374986,-0.090929971,-0.141562227,0.011197356,-0.111734159,0.050840597,-0.215446643,-0.182746158,-0.00795296,-0.014036617,-0.227177171,-0.164946243,0.120463648,-0.078382513,0.039380688,0.037277352,-0.207525441,0.045389479,0.014394644,-0.103025939,0.016998973,-0.049362911,-0.112998645,-0.027794561
DB06778,12.92117827,-0.032017478,-1.373465296,0.173199762,0.587463941,-0.721913623,-0.0030208,-0.907882413,-0.926229557,0.38777716,0.848767165,-0.632380745,0.240760175,-0.581682396,1.99292238,-0.208252559,1.139198791,-0.158991771,-0.03785846,-0.356549556,0.256507335,-0.384573553,0.275394248,0.669327326,0.022004345,0.088569618,-0.079958198,-0.049289029,-0.156146345,-0.002236302,0.241276296,-0.331123212,-0.017092827,-0.179458364,-0.053046992,0.03150844,0.2523538,0.216191905,-0.220057519,-0.262339747,0.138089052,-0.017020297,-0.518998271,-0.122025629,0.179614108,0.313030725,-0.123561874,0.247950384,0.046004776,-0.256538876
DB06780,-2.144300424,4.396465326,0.357338162,-1.97213603,0.48736078,-0.229871128,0.589534631,-0.469967013,0.143400463,0.227666273,0.25594401,-0.524223564,0.374154577,0.480440078,0.263660024,-0.473421775,-0.585780639,-0.190788033,0.175225697,0.054097127,0.07661021,0.101267906,-0.103558457,-0.24694021,0.046226101,0.271214022,0.168455815,-0.048802574,0.061309855,-0.000765214,0.020232944,0.113874035,0.02810707,-0.004370041,0.045194184,-0.093769969,0.025355485,-0.074786369,-0.018635667,0.065159819,-0.058316357,0.119962708,-0.148455545,0.064451344,0.144433068,-0.072920773,-0.004213174,0.006087041,-0.081191006,-0.133637555
DB06781,-2.749387573,3.891045179,0.738871735,-0.570988308,0.332010526,0.254056432,0.279130474,-0.30924229,0.057903778,0.384289971,0.553039263,-0.575361704,0.444183733,-0.242090451,-0.219288953,-0.27381574,-0.263452655,-0.030434491,-0.32720723,0.592259547,0.188360244,0.224143292,0.033704267,0.091163919,-0.158095234,-0.141321334,0.206747855,0.008514608,-0.000962802,-0.161013381,0.261644708,-0.146182441,-0.049762807,0.151114626,-0.132916065,-0.083940953,-0.147936627,-0.185404557,0.153450927,-0.189730315,-0.126758919,-0.003193806,-0.024542621,0.013034192,0.054793308,0.139494732,-0.035534724,-0.045904719,0.108117458,0.034450865
DB06782,5.891959244,-1.374107431,2.45935456,0.219993716,-1.081774759,-0.590044762,0.640035282,0.536611154,0.143562337,-0.188536228,-0.984569724,-0.181402745,0.03927518,-0.308483231,-0.182301368,-0.214685098,-0.336358743,0.05346004,0.091896847,0.174028211,-0.180246086,-0.129297463,0.124713704,0.238566505,-0.119994466,0.224495831,0.096032911,-0.049889161,0.015164527,-0.253090861,0.022412778,-0.040129859,-0.018473717,-0.052606755,0.179646386,-0.023617759,-0.04251158,-0.021805826,-0.355626936,-0.302350578,0.177398579,0.030482566,0.10086487,-0.104849255,0.009562453,-0.000625454,0.045503106,0.026406807,0.00963539,0.008332377
DB06783,13.74588925,0.399672748,-2.084606213,0.381329815,0.681072338,-1.078053814,-0.025952286,0.473556319,-0.340811287,0.018770737,0.378839372,0.51174025,0.195190415,0.127538007,-0.237761499,-0.093866462,-0.319889788,-0.12340185,0.043280013,0.0740564,0.16582671,-0.00460853,-0.052627471,-0.036358422,-0.213181476,-0.219213488,-0.086391614,-0.163936027,0.076658873,-0.086420402,-0.092205244,0.05041182,0.044955346,-0.053392445,-0.003393647,0.014727335,-0.101181597,-0.022675547,-0.058970115,0.001020994,-0.013544323,-0.038851446,0.081378933,0.036150552,0.00438893,0.016024388,0.004619573,-0.03512216,-0.084425735,0.060149191
DB06784,6.871201643,-0.923495407,2.191564408,0.366037267,-1.065964398,-0.18528811,0.510010223,-1.229504983,-0.710113118,0.308345879,-0.158927454,-0.819752192,0.171724119,-0.928581939,0.121521978,0.032699439,-0.631486777,-0.016519672,-0.149968955,0.018337439,-0.318649292,-0.052353184,-0.141389984,0.240670077,0.218365944,0.426470227,0.14847717,0.205801265,0.172983493,0.163847668,-0.021703511,-0.076773887,-0.3076699,-0.421819211,-0.196013101,-0.418569232,-0.08085432,-0.128959563,0.028814927,-0.10277767,-0.206742009,0.183308193,0.67913783,0.011982146,-0.334957166,0.041818645,-0.185252065,0.085638824,-0.226056036,0.027523102
DB06785,4.048839052,2.465976891,-1.850291939,2.282887448,-0.404207452,1.324674543,-0.292249627,-0.586966152,0.495445991,-0.780232017,-0.506940494,0.700333419,-0.543373301,-0.030800024,0.154699146,-0.120222898,-0.122497747,0.377571133,-0.686486407,0.104030786,0.303137388,0.242057125,-0.28926694,0.279261573,0.221011354,0.414429399,0.092507188,-0.240213028,-0.045757195,-0.167292705,0.201094445,0.036021571,0.332714073,-0.135896639,-0.121344972,0.008556885,0.131670807,0.017154633,0.159079813,0.03868063,0.190414868,0.082513073,0.007540155,0.233781907,0.089102473,0.038813941,-0.030739129,0.007960318,0.062315254,-0.039349514
DB06786,-1.702392856,4.207979145,0.417207816,-1.809538139,0.565051068,0.09677292,0.580329498,-0.030189458,0.0781317,0.335923497,0.187824328,-0.641248839,0.301575229,0.215974259,-0.092273304,-0.367767292,-0.193167329,-0.123440728,-0.172642473,0.317754074,0.320143575,0.238123394,0.045816455,0.115144419,-0.028084367,0.069495819,0.074237712,0.019244696,0.069987826,-0.119265789,0.098501433,-0.109594211,0.0600425,0.163988143,0.062538667,-0.026800142,0.016557712,-0.009247689,0.040750072,-0.004605617,-0.091465655,0.086927161,-0.053495245,-0.001481941,-0.016695765,0.098211577,-0.029581766,-0.075354375,0.064289346,0.079597475
DB06787,-3.814042343,2.08566253,-1.16154045,-1.169429076,-0.445333547,-0.874115554,0.917399484,-0.156916441,0.540422607,0.083500252,-0.174624921,0.28793237,0.075384569,-0.148090065,0.166828566,-0.057902439,-0.245454373,0.082038617,0.603586376,-0.3113808,-0.039718929,0.135866696,-0.10007997,0.227336362,-0.196640689,0.096403663,-0.125145319,-0.07706343,-0.199663484,0.147018101,-0.180505098,0.088153975,-0.093773334,-0.223355048,-0.120370973,0.135166556,0.265987979,-0.018704439,-0.001081182,0.256481545,-0.0753275,-0.115142189,0.073476546,-0.036061083,-0.141639739,0.047076072,0.11224012,0.008175829,-0.025739487,-0.078385932
DB06788,2.455917273,2.541485958,-1.756527946,1.824252176,-0.807874048,1.192979075,-0.153454405,-0.350559763,0.296583089,-0.706942448,-0.489569058,0.546306327,-0.433166699,0.061245664,0.224627554,-0.132567298,-0.051620243,0.584926096,-0.370235351,-0.045925656,0.267172583,0.220679375,-0.277573758,-0.009827938,0.101648363,0.266862288,-0.0980897,-0.231283232,-0.118698671,-0.037917902,0.059314969,0.083457574,0.101116395,-0.104961766,-0.081939154,0.05143023,0.021784273,-0.038443028,0.054872865,-0.059184693,0.040766017,-0.020853638,-0.108071075,0.075835018,0.040003961,0.013653995,-0.022888948,0.023648008,0.056539228,0.052708689
